,,X11BR047,X11BR043,X11BR049,X11BR023,X18BR010,X06BR003,X11BR074,X18BR017,X01BR017,X06BR006,X09BR005,X11BR017,X01BR015,X11BR025,X01BR001,X11BR031,X01BR032,X05BR045,X11BR053,X01BR027,X14BR008,X18BR002,X03BR013,X11BR032,X21BR010,X03BR004,X11BR003,X11BR028,X18BR004,X20BR005,X11BR073,X11BR009,X18BR019,X20BR001,X09BR007,X11BR020,X20BR002,X11BR019,X20BR008,X01BR033,X11BR022,X11BR013,X03BR010,X20BR007,X11BR030,X18BR007,X11BR050,X05BR001,X11BR014,X22BR005,X11BR010,X01BR031,X11BR011,X03BR005,X18BR003,X11BR024,X05BR016,X01BR030,X01BR018,X05BR042,X11BR054,X05BR044,X11BR006,X14BR005,X11BR044,X11BR016,X11BR055,X06BR005,X11BR042,X11BR018,X05BR009,X01BR025,X11BR015,X11BR040,X11BR004,X01BR043,X05BR003,X05BR029,X05BR043,X05BR026,X11BR056,X11BR038,X11BR036,X18BR009,X18BR006,X22BR006,X11BR072,X11BR027,X01BR040,X11BR059,X11BR051,X05BR038,X11BR060,X09BR004,X11BR075,X03BR002,X16BR012,X06BR014,CPT001846,X18BR016,X05BR005,X13BR009,X11BR080,CPT000814,X01BR042,X15BR003,X14BR014,X11BR058,X11BR012,X01BR009,X01BR008,X21BR001,X21BR002,X01BR026,X05BR004,X03BR006,X01BR023,X01BR020,X20BR006,X09BR001,X03BR011,X01BR010
TAOK2,S486s ,1.4277,1.0307,0.2802,-1.1228,1.4362,-0.1556,1.2271,1.5293,-1.696,0.3224,1.8089,0.4753,-0.7527,0.6194,-1.1833,2.6435,-0.3146,-0.2394,-1.415,0.0431,-0.1868,0.4013,0.1355,2.4666,-0.5242,1.8376,-0.4416,1.7978,-0.9153,-1.4896,0.8863,0.2678,0.2196,-1.4239,-0.4878,1.4088,0.1149,-0.3215,-0.6192,0.1722,-1.311,-0.9751,0.1388,1.2681,2.2492,-0.5774,0.4025,1.97,1.629,0.7879999999999999,2.8376,-2.3279,0.7929,0.5294,-1.9878,-1.9719,0.7091,-0.2545,-2.1174,-1.2488,0.213,0.9269,0.9278,-0.8082,-0.8753,-2.0658,-0.1129,3.1405,0.7247,-0.2932,0.6294,-0.6284,-1.112,0.2858,-1.6909999999999998,-0.1156,-1.0094,0.5056,-0.2591,0.6471,1.263,1.3553,2.0598,-0.0203,0.8089,2.5331,-0.8155,-0.052,-1.919,0.8238,0.5819,0.1806,0.6172,0.5329999999999999,-0.3981,0.7611,0.7107,1.3642,-0.2806,-0.1392,0.0698,1.4615,-0.2102,-0.1936,-0.2055,-0.1713,1.3169,2.3983,-0.1522,0.25,-1.597,0.2519,1.0321,-0.4908,1.1068,-0.4892,0.1132,0.1365,0.9764,1.3898,1.7542,0.1771
TAOK2,S777s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1311,3.3664,-0.6841,5.3722,2.6111,4.7923,5.0059,3.4797,4.9749,,,,,,,,,,,,,,,,,,,,,,,,,,0.2256,,-3.4591,-0.8898,-3.113,-2.5923,-0.9411,-3.0638,0.8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK2,S825s ,0.311,1.5416,1.0586,-2.032,-1.5719999999999998,-1.1483,-1.9687,0.1261,-0.3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,-0.8872,0.3162,-1.2505,-0.3853,-1.4104,-0.9467,1.8587,-0.2856,-1.6897,-0.5428,-0.7014,-0.3949,-0.8324,-0.3962,-0.6801,-0.745,-0.3322,-1.4368,0.3694,-0.7499,-1.9184,-0.474,-0.8177,-0.0642,1.3058,0.0812,-0.0974,0.8946,0.6168,0.6361,0.1399,2.4948,-0.1133,-0.3754,0.3474,0.1472,-0.7894,0.8021,-0.0425,-0.2023,-0.4747,1.1627,0.3104,0.053,0.2977,1.2243,0.3828,0.8459,0.3199,0.266,,,,,,,,,-0.5912,-0.8365,1.7006,-0.5653,-0.1513,0.2431,,,,,,,,,0.1593,-0.6684,-0.1704,0.4268,0.5494,-1.9928,0.2354,0.0496,0.1224,0.2374,-0.522,-0.0866,1.3353
TAOK2,S827s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2916,-1.5459,0.0159,0.0993,0.2616,-0.5825,0.7624,-0.5342,,,,,,,0.3763,-0.3344,-1.7513,0.4027,0.3105,-1.4055,0.6053,-1.7965,,,,,,,,,,,,,
TAOK2,S9s ,1.0665,1.4245,0.3068,-0.0961,-0.0937,0.9538,0.7658,1.1884,0.2072,-0.3128,0.0562,1.1319,-1.71,1.0946,-0.5279,-0.0425,1.6059,-1.4069,0.9238,0.1813,-0.2134,0.2702,0.6356,0.9774,-0.5374,1.291,-1.155,0.6231,-0.3935,-1.0812,1.286,0.2082,0.0441,-1.1387,0.8435,-0.9204,-0.3041,0.4704,-0.1339,-1.4744,0.0441,-0.4894,-0.6774,0.8232,0.0563,-0.5238,-0.1949,0.1352,1.4619,-1.5663,-0.1544,0.5596,-0.6954,-0.9203,0.2427,-2.2883,-0.2162,0.4911,0.3494,-1.7775,0.8179,-1.1012,-0.3677,-0.8466,1.2367,-1.5084,0.0613,2.2566,1.0012,-0.26,-0.9242,0.4328,-0.22,-0.8106,-0.3552,0.3517,-1.8564,0.1572,-0.8768,-0.1583,-0.3077,-0.895,0.5706,-0.6501,1.0915,1.2976,0.2578,0.6479,-0.0049,-0.3244,0.3142,-0.9771,0.4555,-0.3988,0.6866,1.4243,1.463,1.5141,0.9514,-0.5599,-0.1365,0.6032,0.0006,-0.1104,0.992,-0.5053,0.9616,1.3421,0.6919,-0.8686,-0.0366,0.9822,1.7377,0.4635,-0.1206,-0.3432,0.1816,-0.1098,-0.6619,-0.8148,1.0712,0.1615
TAOK2,T185t ,,,,,,,,,,-1.0552,-0.2091,1.1546,-0.9613,0.46,-1.5704,-0.0228,0.7042,-3.2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.765,-1.2764,0.3592,0.5946,0.6875,-1.3653,-2.0777,0.9251,-0.5792,-2.5841,1.2009,0.0706,1.4366
TAOK3,S324s ,,,,,,,,,,0.5356,-0.632,0.7597,-0.0397,-0.34,0.5132,-1.4043,0.1268,-0.9096,0.6054,0.1194,-0.5712,0.7151,0.1571,-0.8951,0.2139,0.9451,0.0193,,,,,,,,,,-0.1001,0.0848,0.1239,0.7926,0.9835,0.4206,0.537,0.2168,-0.2684,0.4334,1.4299,-1.1032,0.746,-0.1099,-0.3541,1.9599,-0.9419,-1.2658,0.8097,-1.1954,-1.2638,1.2923,-0.8684,-1.2037,-2.5077,-1.1859,0.6607,-0.3664,-0.0663,0.181,1.4893,0.1688,0.5955,1.7624,,,,,,,,,-1.1068,0.3139,-1.0823,-0.9118,-1.5183,0.9815,3.2753,-0.9801,-0.939,-0.1947,-1.6111,-0.6556,0.0692,-0.5602,-0.0855,2.1774,-0.3754,-3.6076,-0.5375,-2.0166,-0.1478,-1.0707,0.6827,0.308,0.7440000000000001,-1.3307,0.0472,-0.1282,-0.198,-0.2054,0.3392,0.3256,0.2126,-0.2707,-0.3663,0.4957,0.346,0.0092,-0.9756,0.1352,0.2527,-0.2346,0.1354,1.6502
TAOK3,S324s S331s ,,,,,,,,,,,,,,,,,,,1.0075,-0.286,-1.2158,-0.349,-0.4672,-0.1413,0.1858,0.6462,0.0728,-1.2149,0.9398,0.0468,-1.0341,-0.4943,-1.6142,-0.4677,0.7457,-0.2742,,,,,,,,,,,,,,,,,,0.4796,1.6504,-0.0095,-0.0384,0.4611,1.2111,-0.3595,-0.5658,,,,,,,,,,,,,,,,,,-0.8233,0.4778,-0.6406,-0.2068,-0.0226,0.5213,-0.9382,-0.1384,-0.1046,,,,,,,,,-2.2614,0.6067,-0.8959999999999999,-0.908,-1.2161,0.1864,1.197,0.1945,-1.8409,-0.9874,-0.5946,-0.2629,0.1382,0.9938,0.2878,-0.2843,-0.7553,0.0239,0.5188,0.7633,0.119,,,,,,
TAOK3,S331s ,,,,,,,,,,,,,,,,,,,0.0498,-1.5523,-0.7885,-1.106,-0.039,0.3006,-0.9439,1.0618,1.1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2485,-1.7443,-0.4991,0.2464,-0.2788,-0.1673,0.6833,-1.2827,0.4052,0.1126,-1.0581,-1.3749,-0.9149,0.032,,,,,,,,,,,,,,,,-1.236,-1.0945,-2.2436,0.7395,0.419,-0.0941
TAOK3,S440s ,1.2069,0.3865,-3.8531,1.8969,0.5881,-0.469,-0.2471,1.5630000000000002,-1.1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5842,0.8291,-0.3149,-0.63,0.5711,0.7009,0.8515,-0.4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4326,0.4184,-3.4338,-1.0192,0.4029,0.4271,0.0868,-0.4312,,,,,,,,-0.2014,-0.3929,-0.2206,-0.0957,0.7336,-0.2172
TAOK3,S442s ,1.628,1.1337,-8.717,1.3125,1.0238,0.0371,0.7483,2.4608,-0.1762,0.002,1.0467,1.2668,-0.1754,0.2642,0.3653,1.2424,-1.1135,-0.1818,-1.1201,0.0799,0.2331,1.2513,0.9666,0.7023,0.0359,1.4589,-0.5458,-0.2878,-5.1154,0.1512,0.3999,-0.9432,-4.4398,-7.6462,1.249,0.5873,-1.0709,-0.0223,0.8455,0.1854,0.412,-0.4078,1.6323,0.768,0.7136,0.9196,0.332,1.5296,1.1994,0.5647,0.9246,0.665,0.5656,-0.276,0.5467,0.7704,-0.0024,0.5781,-0.8788,-1.8691,-7.9631,0.918,1.0971,-0.0766,0.2757,0.3612,0.7623,1.7233,1.5784,0.1927,0.615,0.027,0.6176,-0.6589,0.3773,-1.0766,0.1673,-0.1543,0.5234,1.6985,0.6548,1.2203,0.2237,0.3413,0.7394,1.6705,0.0931,0.5523,-3.1521,0.1942,0.5461,-0.4205,1.0284,1.0385,-3.7911,0.9367,-0.2496,1.0052,-2.0084,-0.0249,0.3408,-0.4257,1.9373,-3.8305,-0.0839,1.1617,1.1666,2.1222,1.2974,0.1094,0.2904,1.2055,2.0204,-0.7547,1.6704,0.4535,-1.0687,-0.0051,0.526,0.0946,1.398,0.4421
TAOK3,S462s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK3,T573t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0536,0.8576,-1.5878,1.8918,2.8698,0.2316,-0.2054,-0.7609,-2.6169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAOK3,T666t ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174,-0.6617,4.3626,0.6049,0.0317,-1.0011,0.4079,-0.5429,-0.1321,,,,,,,,,,,,,,,,,,,,,,,,,,2.9506,2.4112,0.4137,3.0768,-1.3119999999999998,2.3484,1.7021,-1.9682,2.8216,,,,,,,,,,,,,,,,,,,,,,,2.7579,1.4317,-0.6393,1.9857,4.1045,2.4834,2.8879,,,,,,
TBK1,S172s ,2.3883,1.7819999999999998,1.4558,-0.0618,1.3630000000000002,1.8005,-0.8175,1.4837,-1.0396,-0.9944,0.447,-0.9403,-1.1571,-0.8957,-0.8007,1.4965,-0.8097,0.0274,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7983,0.2534,1.0738,0.7536,0.5238,0.5624,1.6726,-0.0092,1.1081,0.5612,-0.0203,-0.5035,-0.2863,0.1115,1.2841,0.2894,-0.1789,0.4901,-0.8882,1.4537,-1.1341,-1.8502,0.9526,-0.2668,0.5793,1.0493,0.1215,-0.4175,0.794,1.0941,-0.3016,-0.5278,-0.2603,-0.8758,0.7621,0.8164,2.1081,2.563,0.1528,-0.6051,0.1462,-1.2241,0.8136,,,,,,,,,-0.2293,0.1293,-0.5876,0.4639,-0.9824,-0.2484,1.0196,-0.7767,0.5693,-0.926,0.4121,-0.7121,0.0627,-0.1416,-3.9736,-0.6462,-3.2110000000000003,0.4633,-1.4851,-0.3495,-1.2744,0.0178,-1.976,0.1932,0.9607,-0.1175,-1.4799
TBK1,S511s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6822,1.9726,1.6301,0.1738,0.6208,0.8063,1.769,1.5985,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1338,0.3045,-0.0114,0.5894,1.3625,0.5952,-0.2709,0.5852,,,,,,,0.0538,3.0891,0.2702,-0.3425,0.857,0.6166,0.3838,-0.5172,,,,,,,,,,,,,
TBK1,S531s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEC,Y519y ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1972,-0.1087,0.4193,0.7255,0.3333,-0.348,-0.2665,-1.061,,,,,,,,,,,,,,,,,,-0.1102,1.4683,-0.1535,1.11,1.3391,0.4439,-0.0011,-0.3269,0.2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078,0.4824,0.3973,-0.3645,3.5306,-0.9538,-0.1055,,,,,,
TEK,T391t ,2.341,-0.2921,-1.4008,0.3854,-4.1363,-8.4318,-6.2239,-2.8310000000000004,-3.929,,,,,,,,,,-0.633,-4.5575,-2.1693,-5.9218,-1.4476,-3.3875,-8.1099,-3.0939,-0.8637,-3.0837,-4.3894,-1.9053,,2.3765,-0.5021,-0.4158,-6.2685,-4.6047,,,,,,,,,,,,,,,,,,-0.7508,-1.7621,1.014,0.6103,-2.2514,-6.7732,-7.4269,-4.863,-3.1768,-2.6139,-2.3497,-2.7031,4.6547,-1.0382,-5.0986,-5.1629,-2.2351,-2.4545,-6.0638,-0.8768,-6.6491,0.7683,,-3.0580000000000003,-4.4047,1.0224,-3.0574,1.1264,-4.096,0.804,-3.268,-3.674,-0.0913,-3.3025,1.053,,1.5590000000000002,1.104,-3.7154,-3.7126,0.7827,0.836,,,,,,,,,,,,,,,1.9582,2.7,1.8008,0.8626,1.1064,0.7068,4.0453,,,,,,
TESK1,C435c S437s S441s ,-0.1275,-0.4052,-0.328,-0.5597,0.7211,0.477,0.6566,0.0845,0.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306,-1.0041,-0.3535,0.022,-0.2849,0.186,-0.411,0.9054,0.9958,-0.1827,0.3726,0.0006,0.7179,0.544,,,,,,,,,-0.6222,-0.8192,0.7486,0.3685,0.2993,0.3257,0.119,,,,,,
TESK1,S357s ,,,,,,,,,,-0.6929,-0.3377,-3.492,-1.8258,0.1124,-0.6711,-0.6169,-1.8016,-1.2477,-0.955,-0.6612,0.3129,-0.2577,-0.0282,0.8178,-0.1271,-0.2709,-0.1904,0.374,-0.1536,-0.0669,-0.5053,0.5268,-0.8984,0.1378,-1.3443,-0.2018,,,,,,,,,,,,,,,,,,0.7636,-0.7348,-0.7268,0.2868,0.1565,-0.2864,-1.046,2.189,0.9284,0.5315,1.7002,-0.4482,-0.3226,1.0187,0.6858,-0.1654,0.961,,,,,,,,,-0.2606,-0.1458,-0.9415,-0.5012,-1.4358,-0.9598,0.2222,-0.8198,0.277,,,,,,,,,0.3356,-1.1579,0.871,0.1683,-0.0024,-0.5839,0.6868,-0.1932,-1.2859,-0.5114,0.2813,0.4732,-0.032,1.8063,-1.5519,-1.8082,0.1187,-0.3389,-2.0651,-0.6393,-1.24,0.1992,0.0114,-0.0511,-0.0943,0.2279,-0.3529
TESK1,S437s ,-0.2647,0.6571,0.1418,-0.3018,-1.1746,-0.3113,-0.5774,0.9327,0.1689,-1.0541,-0.0113,-0.2658,-1.34,-1.0688,-0.6132,-0.2662,-0.5108,-1.0506,,,,,,,,,,-0.058,-0.3935,-0.0968,0.7298,1.7392,-0.2773,-0.1535,-0.6285,-0.7659999999999999,,,,,,,,,0.1348,-0.9661,-1.1615,-0.4794,0.6118,-0.568,2.044,0.4893,0.9929,0.7922,0.0117,-0.221,0.8348,-0.1015,-0.9257,-0.2919,0.0,,,,,,,,,,,,,,,,,,0.0678,0.959,0.531,-0.7449,0.5396,-0.6986,0.3961,1.3864,0.1301,,,,,,,,,0.0266,0.3838,0.221,-0.4929,-0.3746,0.5787,,,,,,,,,-1.0803,-1.1002,0.3021,0.7222,0.6277,-0.1119,-1.0383,,,,,,
TESK1,S441s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0326,0.3401,-0.41,0.0424,1.2456,-0.299,0.2156,-1.7546,-0.2895,-0.0408,0.2054,0.3816,0.7452,0.3761,0.6084,0.0807,-1.2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4424,1.2833,0.8426,0.1064,0.6041,0.2081,1.0936,0.076,0.7025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESK1,S540s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6696,0.5826,0.3022,-0.1902,-1.3188,1.2489,0.3391,0.1277,-0.7184,-2.4771,0.2932,-0.3828,0.0194,-0.0534,-0.1643,0.5029,0.325,-0.0723,0.1386,1.1312,-0.5822,1.2412,-0.2467,-0.1106,1.4362,0.2504,0.5251,0.129,0.8499,1.3074,-0.1705,-1.6606,-1.6949,-0.0138,0.1677,-0.1144,-0.6001,0.2757,-0.2348,0.7363,0.064,-0.8476,-0.0865,-0.0077,-1.0141,-0.339,-0.2828,0.2999,-1.6505,-0.9398,-0.7671,,,,,,,,,,,,,,,,,,0.0963,0.3949,0.0799,-1.6923,-0.6621,0.2353,0.0111,-0.3532,-3.6178,-1.1964,-0.8101,-0.7343,0.4191,1.443,0.0354,0.3999,1.0549,1.8216,0.6415,1.1951,0.4617,1.0865,0.426,0.8146,0.4332,-0.1344,0.4577
TESK2,S346s ,,,,,,,,,,0.8957,0.4293,0.1372,0.8376,1.04,-0.0142,2.8976,-1.3033,0.7128,1.5194,-1.4312,-0.0759,-1.34,-0.0804,0.8582,0.0809,0.0136,-1.3033,0.3076,0.4244,-1.4392,2.0263,0.0807,-0.368,0.8393,-0.2492,1.1153,-0.6442,0.899,-0.3262,0.3935,-0.5274,-0.0623,-1.206,-2.4332,1.5433,1.358,-1.2386,-0.0336,-0.5798,0.8427,0.7057,2.9603,0.6920000000000001,2.5566,1.5171,0.5961,-1.332,0.8047,1.0287,0.4216,1.6975,0.1721,1.1686,-0.2287,0.9634,-0.11,-0.6116,3.3882,0.1111,2.2577,0.6084,0.4595,-0.2143,-0.5983,-0.0376,0.0714,0.2469,-0.7626,0.1112,0.6275,0.0253,2.1429,-0.0716,1.1649,1.6412,-1.2432,2.1161,1.3155,-3.6791,1.7155,-1.0204,1.9515,-1.0716,0.5005,1.4018,2.7629,-1.2043,1.7494,1.6669,1.568,0.1628,0.4513,-1.0232,-2.2727,1.0452,0.3536,2.5756,0.5892,-0.8102,1.0678,0.4078,-1.676,0.9464,0.6629999999999999,2.7181,1.4436,0.4172,-0.171,0.1718,0.4791,-0.6987,-0.2375
TESK2,S367s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0176,-1.1705,-1.3367,2.8617,2.6383,-3.2173,-1.8677,0.2685,0.0936,,,,,,,,,,,,,,,,,,,,,,,,,,0.2137,-1.4714,-0.6193,-0.4735,-1.1372,0.8564,1.7776,-0.2684,1.693,,,,,,,,,-1.736,-0.4986,-0.1775,0.8922,1.9064,-0.4321,0.672,-1.2642,-0.6192,2.259,-0.9212,0.0523,-1.2447,-0.1797,-1.2213,0.8883,-1.8831,-0.0142,-1.0297,1.6675,-0.908,-0.9668,-1.4535,-0.9957,-1.0364,0.3854,1.4408,0.7538,2.7037,-0.9919,-0.919,,,,,,,,,,,,,
TESK2,S369s ,,,,,,,,,,0.0539,0.2685,0.8654,-0.5241,1.0415,-1.0385,1.8239,-2.3126,0.4914,-2.4387,-0.544,0.5628,-1.5641,0.8713,0.9132,0.3788,2.245,-1.6693,1.6878,-2.0176,-0.8444,2.8807,1.6578,-2.8604,-0.1398,0.2327,1.4621,0.3738,1.5406,-0.0308,-0.3389,-1.4633,1.9198,-1.172,-0.935,1.4555,0.7033,-0.6462,-0.7491,-1.4553,-0.2034,0.3693,1.0899,0.2536,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5687,0.8289,0.3347,1.6554,0.8117,0.5922,1.2001,-2.2505,0.9248,1.4851,-0.7006,0.7019,-0.7169,1.0104,-1.0177,1.8344,-1.6123,,,,,,,0.8182,1.1111,-2.2008,0.7228,0.155,2.6832,0.9087,0.0216,,,,,,,,,,,,,
TESK2,S381s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8104,0.3989,0.3791,0.8862,-0.7190000000000001,1.4232,-0.7951,-1.2007,,,,,,,,,,1.3623,0.879,0.2866,0.6156,2.26,1.0982,-0.1117,0.0921,-1.0729,-0.305,-0.6177,0.2576,-0.4273,-0.163,1.7902,0.2625,1.4311,,,,,,,,,-0.6627,-0.2991,-1.4003,-0.1186,-0.626,0.0454,0.4548,-2.2244,1.0936,,,,,,,,,,,,,,,-0.4786,-1.0665,0.2398,1.0995,-0.0682,1.8105,1.1382,-0.7067,-0.5935,-1.2923,-0.4611,-0.8112,-0.4417,0.0185,-0.8236,1.5249,-0.0358,-0.4817,0.2497,0.0552,-0.6459
TESK2,S456s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7198,-1.2062,0.1661,-0.6111,2.8634,0.6889,-0.9282,1.1823,0.2899,,,,,,,,,0.2697,-0.3171,-1.0007,-1.4169999999999998,-0.2323,-1.0603,0.7477,2.092,2.6684,0.1881,0.3938,-0.9382,-1.6806,1.0417,-0.0692,-0.9754,-0.2936,0.7055,1.21,0.5301,0.6141,1.1035,1.4092,0.9063,0.5612,1.2765,1.1395,0.872,0.0253,-0.1448,-0.4366,0.6825,2.2872,0.0294,-0.7191,0.3317,1.2822,0.0689,2.2133,-1.4512,-1.2272,0.4384,-0.0057,1.1768,-0.2492,0.7529,-0.1683,0.1502,-0.1254,-0.3034,-0.8331,-0.5397,-0.2013,0.5312,0.3698,-0.5564,-0.4484,0.0077,-0.6976,0.6908,0.9861,0.8108,1.0351,-0.207,-1.1840000000000002,0.7746,0.5713,0.4838,0.8553,-0.2377,1.7226,-0.3711,1.0653,-0.0753,0.4268,0.9904,0.6025,0.6261
TESK2,S456s S460s ,,,,,,,,,,,,,,,,,,,0.4367,-0.4624,0.103,-0.7839,-0.5499,-0.6163,0.5436,0.7342,-0.8864,-2.0741,-0.0885,0.7721,0.7446,3.6526,-1.0798,0.4032,1.3230000000000002,0.4863,,,,,,,,,,,,,,,,,,0.5135,0.2534,-0.9636,-0.0096,0.7777,-1.3183,-0.9964,-0.6187,0.5837,2.0528,-0.019,-0.9947,-0.2102,-0.4354,3.0176,0.1192,1.5999,0.5024,0.6144,1.0822,-0.2586,-2.8085,-0.7279,0.4375,-0.7458,,,,,,,,,,0.8754,0.8448,-1.1378,-0.6094,0.2899,-0.6484,-0.9997,0.2023,,,,,,,1.296,-0.1198,0.1039,0.1594,0.8016,0.6423,0.3324,0.1602,-0.7205,-0.6113,0.688,1.0558,-0.1579,0.0432,-0.981,0.6435,-0.5626,-0.1946,1.294,1.1252,1.1046
TESK2,S460s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0913,0.4452,0.0817,0.247,-0.0311,1.7157
TEX14,T138t S149s S159s ,,,,,,,,,,1.2614,-0.5982,1.6699,3.7867,1.8522,1.1183,4.9144,-0.5123,0.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9537,-0.5858,3.9103,0.7897,3.2597,1.0733,,,,,,,,,,,,,,,,0.1474,0.1607,3.3506,-0.3183,4.2919,0.7134
TGFBR1,S169s ,-0.1622,-1.0353,-1.6030000000000002,-1.4868,-0.2683,-0.3094,-1.5481,-0.633,-0.2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2613,-0.2247,-1.7317,0.7234,-1.1412,-0.4688,-1.0956,-1.0951,1.2241,0.3371,0.1987,1.2457,0.027,0.0794,-1.2357,0.4663,-0.1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5315,-0.3193,-0.9181,-0.8634,-0.5438,-0.8641,-0.0673,1.1552,-0.657,-0.7621,-0.6913,1.3002,-0.3389,-0.7074,-1.4301,-1.4458,-2.3294,-1.2069,-1.1021,-1.4248,3.6283
TGFBR2,S573s ,-0.7016,-0.1144,1.1473,-0.3034,-0.2567,-0.4768,0.2564,-0.3238,-0.3694,-0.0422,-0.8571,-0.4966,-0.5812,-0.7985,-1.2458,-0.6975,-0.0836,-0.1211,,,,,,,,,,,,,,,,,,,-0.8054,-0.1146,0.3074,-0.4496,-0.8747,-0.4119,-1.1011,-0.7519,1.2626,-0.6617,1.2264,-0.7748,0.9444,-0.0712,-0.9918,1.2037,1.2042,1.1536,0.3689,0.6723,-0.1767,1.1767,-0.6026,-0.2544,-0.6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8082,0.6920000000000001,0.0633,0.2773,0.7535,-0.3249,-1.135,0.3772,-0.5409,-0.8634,-0.8094,-1.2306,0.3813
TGFBR2,S576s ,,,,,,,,,,1.5364,-0.4856,-2.1138,0.4932,-1.2236,-0.7199,0.0649,0.8355,0.0184,,,,,,,,,,-1.1275,-2.741,-0.5759,0.7044,-0.5757,-0.2122,-1.7777,-0.5689,0.5549,,,,,,,,,-0.9914,-0.0625,1.7614,-0.5491,0.7192,0.2,-1.1302,0.9795,-0.1001,,,,,,,,,,,,,,,,,,1.9135,-1.1369,-0.8998,-0.5134,1.5127,0.2727,1.3325,-1.0214,1.4651,0.9821,0.5609,1.6291,-0.4455,2.1494,0.7981,0.1387,1.9075,,,,,,,,,0.0236,-2.6215,-1.7831,-0.6558,0.7681,2.1887,,,,,,,,,-0.1098,0.7888,-1.1256,-0.0308,0.1843,0.2852,-1.5187,,,,,,
TGFBR2,S578s ,0.8583,0.0411,-0.2642,0.232,1.4578,-0.471,-1.2847,-0.0819999999999999,0.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1556,2.7288,-0.773,-0.9368,-0.1455,0.5841,-0.1511,0.7267,1.5778,,,,,,,,,,,,,,,,,,1.092,-0.56,0.9549,0.7534,0.7169,-0.2112,-0.3907,-1.4548,,,,,,,,,,,,,,,,,,,,,,,,,,,
